verb,translation,present_irregular,separable,reflexive,sxz_ending,nm_ending_regular,nm_ending_irregular,dt_ending,no_en_ending,a_stemchanging,i_stemchanging,ie_stemchanging,stem_changing_t,irregular_other,present_singular_1st_person,present_singular_2nd_person,present_singular_3rd_person,present_plural_1st_person,present_plural_2nd_person,present_plural_3rd_person,present_formal
eindringen,to break into (forcibly),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,dringe ein,dringst ein,dringt ein,dringen ein,dringt ein,dringen ein,dringen ein
einfangen,to capture,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fange ein,fängst ein,fängt ein,fangen ein,fangt ein,fangen ein,fangen ein
einfliegen,to fly in (bring by air),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fliege ein,fliegst ein,fliegt ein,fliegen ein,fliegt ein,fliegen ein,fliegen ein
einfließen,to flow into/to be incorporated,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fließe ein,fließt ein,fließt ein,fließen ein,fließt ein,fließen ein,fließen ein
einfrieren,"to freeze (food, assests)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,friere ein,frierst ein,friert ein,frieren ein,friert ein,frieren ein,frieren ein
sich einfühlen,to empathize/to try to actively understand through their emotions,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fühle mich ein,fühlst dich ein,fühlt sich ein,fühlen uns ein,fühlt euch ein,fühlen sich ein,fühlen sich ein
einführen,"to import/to introduce (system, law, product)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,führe ein,führst ein,führt ein,führen ein,führt ein,führen ein,führen ein
eingeben,to enter (data),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,gebe ein,gibst ein,gibt ein,geben ein,gebt ein,geben ein,geben ein
einladen,to invite,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,lade ein,lädst ein,lädt ein,laden ein,lädt ein,laden ein,laden ein
sich einmischen,to interfere,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,mische mich ein,mischst dich ein,mischt sich ein,mischen uns ein,mischt euch ein,mischen sich ein,mischen sich ein
einpacken,to pack things into something,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,packe ein,packst ein,packt ein,packen ein,packt ein,packen ein,packen ein
einräumen,to put in/to load,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,räume ein,räumst ein,räumt ein,räumen ein,räumt ein,räumen ein,räumen ein
einreißen,to tear into/to make a tear,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,reiße ein,reißt ein,reißt ein,reißen ein,reißt ein,reißen ein,reißen ein
einrücken,to indent (text)/to march in (military),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rücke ein,rückst ein,rückt ein,rücken ein,rückt ein,rücken ein,rücken ein
einschalten,to switch on (power),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schalte ein,schaltest ein,schaltet ein,schalten ein,schaltet ein,schalten ein,schalten ein
einschlafen,to fall sleep,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,schlafe ein,schläfst ein,schläft ein,schlafen ein,schlaft ein,schlafen ein,schlafen ein
einschlagen,to break in (with force)/to choose a direction (life/career),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,schlage ein,schlägst ein,schlägt ein,schlagen ein,schlagt ein,schlagen ein,schlagen ein
einschließen,to lock in,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schließe ein,schließt ein,schließt ein,schließen ein,schließt ein,schließen ein,schließen ein
einschmelzen,to melt down (for reuse),TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,schmelze ein,schmilzt ein,schmilzt ein,schmelzen ein,schmelzt ein,schmelzen ein,schmelzen ein
einschmieren,to smear onto (body or face),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schmiere ein,schmierst ein,schmiert ein,schmieren ein,schmiert ein,schmieren ein,schmieren ein
einschneiden,to make a cut/to make an incision,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schneide ein,schneidest ein,schneidet ein,schneiden ein,schneidet ein,schneiden ein,schneiden ein
einschreiben,to enroll/to register,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schreibe ein,schreibst ein,schreibt ein,schreiben ein,schreibt ein,schreiben ein,schreiben ein
einsehen,to accept (fault)/to inspect (documents),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,sehe ein,siehst ein,sieht ein,sehen ein,seht ein,sehen ein,sehen ein
einsetzen,to insert,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,setze ein,setzt ein,setzt ein,setzen ein,setzt ein,setzen ein,setzen ein
einsparen,to save (money)/to cut costs (often in a targeted business/political sense),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,spare ein,sparst ein,spart ein,sparen ein,spart ein,sparen ein,sparen ein
einspringen,to substitue for someone,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,springe ein,springst ein,springt ein,springen ein,springt ein,springen ein,springen ein
einspritzen,to inject into something,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,spritze ein,spritzt ein,spritzt ein,spritzen ein,spritzt ein,spritzen ein,spritzen ein
einsprühen,to spray onto/into,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sprühe ein,sprühst ein,sprüht ein,sprühen ein,sprüht ein,sprühen ein,sprühen ein
einstechen,to pierce into something,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,steche ein,stichst ein,sticht ein,stechen ein,stecht ein,stechen ein,stechen ein
einsteigen,to get into (a vehicle)/to join (a project),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,steige ein,steigst ein,steigt ein,steigen ein,steigt ein,steigen ein,steigen ein
einstellen,to hire/to adjust/to stop,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,stelle ein,stellst ein,stellt ein,stellen ein,stellt ein,stellen ein,stellen ein
eintragen,to enter (data),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,trage ein,trägst ein,trägt ein,tragen ein,tragt ein,tragen ein,tragen ein
eintreten,to enter/to join/to support (an idea),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,trete ein,trittst ein,tritt ein,treten ein,tretet ein,treten ein,treten ein
eintropfen,to drip into (medical),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,tropfe ein,tropfst ein,tropft ein,tropfen ein,tropft ein,tropfen ein,tropfen ein
einwandern,to immigrate,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,wandere ein,wanderst ein,wandert ein,wandern ein,wandert ein,wandern ein,wandern ein
einweihen,"to inaugurate (building, facility)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,weihe ein,weihst ein,weiht ein,weihen ein,weiht ein,weihen ein,weihen ein
einweisen,to admit (to a hospital),TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,weise ein,weist ein,weist ein,weisen ein,weist ein,weisen ein,weisen ein
einwenden,to object to something,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wende ein,wendest ein,wendet ein,wenden ein,wendet ein,wenden ein,wenden ein
einwerfen,to interject,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,werfe ein,wirfst ein,wirft ein,werfen ein,werft ein,werfen ein,werfen ein
einüben,to rehearse (role),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,übe ein,übst ein,übt ein,üben ein,übt ein,üben ein,üben ein
einziehen,to move into (residence),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ziehe ein,ziehst ein,zieht ein,ziehen ein,zieht ein,ziehen ein,ziehen ein
empfangen,to receive,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,empfange,empfängst,empfängt,empfangen,empfangt,empfangen,empfangen
empfehlen,to recommend,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,empfehle,empfiehlst,empfiehlt,empfehlen,empfehlt,empfehlen,empfehlen
entbehren,to do without/to miss,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,entbehre,entbehrst,entbehrt,entbehren,entbehrt,entbehren,entbehren
entfalten,to unfold,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,entfalte,entfaltest,entfaltet,entfalten,entfaltet,entfalten,entfalten
sich entfalten,to develop freely,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,entfalte mich,entfaltest dich,entfaltet sich,entfalten uns,entfaltet euch,entfalten sich,entfalten sich
entfernen,to remove (something),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,entferne,entfernst,entfernt,entfernen,entfernt,entfernen,entfernen
sich entfernen,to become more distant,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,entferne mich,entfernst dich,entfernt sich,entfernen uns,entfernt euch,entfernen sich,entfernen sich
entfliehen,to flee away from,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,entfliehe,entfliehst,entflieht,entfliehen,entflieht,entfliehen,entfliehen
entführen,to kidnap,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,entführe,entführst,entführt,entführen,entführt,entführen,entführen
entgegnen,to reply (frequently with contradiction),TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,entgegne,entgegnest,entgegnet,entgegnen,entgegnet,entgegnen,entgegnen
enthalten,to contain something within,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,enthalte,enthältst,enthält,enthalten,enthaltet,enthalten,enthalten
sich enthalten,to abstain/to refrain,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,enthalte mich,enthältst dich,enthält sich,enthalten uns,enthaltet euch,enthalten sich,enthalten sich
entkommen,to escape,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,entkomme,entkommst,entkommt,entkommen,entkommt,entkommen,entkommen
entreißen,to wrench / tear something away from someone,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,entreiße,entreißt,entreißt,entreißen,entreißt,entreißen,entreißen
entschuldigen,to excuse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,entschuldige,entschuldigst,entschuldigt,entschuldigen,entschuldigt,entschuldigen,entschuldigen
sich entschuldigen,to apologize,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,entschuldige mich,entschuldigst dich,entschuldigt sich,entschuldigen uns,entschuldigt euch,entschuldigen sich,entschuldigen sich
entstellen,to dissfigure/to deform,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,entstelle,entstellst,entstellt,entstellen,entstellt,entstellen,entstellen
entscheiden,to decide,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,entscheide,entscheidest,entscheidet,entscheiden,entscheidet,entscheiden,entscheiden
entschlüpfen,to slip out/to escape,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,entschlüpfe,entschlüpfst,entschlüpft,entschlüpfen,entschlüpft,entschlüpfen,entschlüpfen
entsprechen,to comply/to match,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,entspreche,entsprichst,entspricht,entsprechen,entsprecht,entsprechen,entsprechen
entstehen,to arise/to develop/to come into being,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,entstehe,entstehst,entsteht,entstehen,entsteht,entstehen,entstehen
erfassen,to capture (data)/to comprehend,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,erfasse,erfasst,erfasst,erfassen,erfasst,erfassen,erfassen
erfinden,to invent/to discover/to fabricate,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,erfinde,erfindest,erfindet,erfinden,erfindet,erfinden,erfinden
erfolgen,to occur/to take place,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,erfolge,erfolgst,erfolgt,erfolgen,erfolgt,erfolgen,erfolgen
erfrieren,to freeze to death,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,erfriere,erfrierst,erfriert,erfrieren,erfriert,erfrieren,erfrieren
sich ergeben,to surrender/to result from,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ergebe mich,ergibst dich,ergibt sich,ergeben uns,ergebt euch,ergeben sich,ergeben sich
erhalten,to receive/to preserve,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,erhalte,erhältst,erhält,erhalten,erhaltet,erhalten,erhalten
sich erhalten,to preserve oneself,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,erhalte mich,erhältst dich,erhält sich,erhalten uns,erhaltet euch,erhalten sich,erhalten sich
sich erinnern,to remember,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,erinnere mich,erinnerst dich,erinnert sich,erinnern uns,erinnert euch,erinnern sich,erinnern sich
erschließen,to develop (an area for use)/to deduce,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,erschließe,erschließt,erschließt,erschließen,erschließt,erschließen,erschließen
sich erkälten,to catch a cold,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,erkälte mich,erkältest dich,erkältet sich,erkälten uns,erkältet euch,erkälten sich,erkälten sich
erklären,to explain/to declare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,erkläre,erklärst,erklärt,erklären,erklärt,erklären,erklären
sich erklären,to declare onself (willing),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,erkläre mich,erklärst dich,erklärt sich,erklären uns,erklärt euch,erklären sich,erklären sich
ermorden,to murder (legal),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ermorde,ermordest,ermordet,ermorden,ermordet,ermorden,ermorden
errichten,to erect (a structure)/to establish (a system),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,errichte,errichtest,errichtet,errichten,errichtet,errichten,errichten
erschöpfen,to exhaust/to drain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,erschöpfe,erschöpfst,erschöpft,erschöpfen,erschöpft,erschöpfen,erschöpfen
sich erschöpfen,to become exhausted,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,erschöpfe mich,erschöpfst dich,erschöpft sich,erschöpfen uns,erschöpft euch,erschöpfen sich,erschöpfen sich
erschrecken,to startle someone,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,erschrecke,erschrickst,erschrickt,erschrecken,erschreckt,erschrecken,erschrecken
sich erschrecken,to be frightened,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,erschrecke mich,erschrickst dich,erschrickt sich,erschrecken uns,erschreckt euch,erschrecken sich,erschrecken sich
ersticken,to suffocate/to stiffle,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ersticke,erstickst,erstickt,ersticken,erstickt,ersticken,ersticken
ertrinken,to drown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ertrinke,ertrinkst,ertrinkt,ertrinken,ertrinkt,ertrinken,ertrinken
ertragen,to endure,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ertrage,erträgst,erträgt,ertragen,ertragt,ertragen,ertragen
erwägen,to consider/to ponder,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,erwäge,erwägst,erwägt,erwägen,erwägt,erwägen,erwägen
erwähnen,to mention something,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,erwähne,erwähnst,erwähnt,erwähnen,erwähnt,erwähnen,erwähnen
erwerben,to acquire,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,erwerbe,erwirbst,erwirbt,erwerben,erwerbt,erwerben,erwerben
erzählen,to tell,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,erzähle,erzählst,erzählt,erzählen,erzählt,erzählen,erzählen
essen,to eat,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,esse,isst,isst,essen,esst,essen,essen
fahren,to drive/to ride,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,fahre,fährst,fährt,fahren,fahrt,fahren,fahren
fallen,to fall,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,falle,fällst,fällt,fallen,fallt,fallen,fallen
falten,to fold,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,falte,faltest,faltet,falten,faltet,falten,falten
sich falten,to form wrinkles,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,falte mich,faltest dich,faltet sich,falten uns,faltet euch,falten sich,falten sich
fangen,to catch,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,fange,fängst,fängt,fangen,fangt,fangen,fangen
sich fangen,to pull yourself together,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,fange mich,fängst dich,fängt sich,fangen uns,fangt euch,fangen sich,fangen sich
fassen,to grasp (physically and as an idea)/to hold (capacity)/to seize,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fasse,fasst,fasst,fassen,fasst,fassen,fassen
fechten,to fence (sport),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fechte,fichtst,ficht,fechten,fechtet,fechten,fechten
fernsehen,to watch television,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,sehe fern,siehst fern,sieht fern,sehen fern,seht fern,sehen fern,sehen fern
festbeißen,to bite and not let go,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,beiße fest,beißt fest,beißt fest,beißen fest,beißt fest,beißen fest,beißen fest
sich festbeißen,to fixate/to obsessively persist,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,beiße mich fest,beißt dich fest,beißt sich fest,beißen uns fest,beißt euch fest,beißen sich fest,beißen sich fest
festbinden,to tie something firmly,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,binde fest,bindest fest,bindet fest,binden fest,bindet fest,binden fest,binden fest
feststellen,to determine/to lock in place,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,stelle fest,stellst fest,stellt fest,stellen fest,stellt fest,stellen fest,stellen fest
feststecken,to be stuck and unable to move,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,stecke fest,steckst fest,steckt fest,stecken fest,steckt fest,stecken fest,stecken fest
feststellen,to ascertain/to notice,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,stelle fest,stellst fest,stellt fest,stellen fest,stellt fest,stellen fest,stellen fest
filmen,to film,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,filme,filmst,filmt,filmen,filmt,filmen,filmen
finden,to find,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,finde,findest,findet,finden,findet,finden,finden
flicken,to mend/to patch,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,flicke,flickst,flickt,flicken,flickt,flicken,flicken
fliegen,to fly,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fliege,fliegst,fliegt,fliegen,fliegt,fliegen,fliegen
fliehen,to flee,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fliehe,fliehst,flieht,fliehen,flieht,fliehen,fliehen
fließen,to flow,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fließe,fließt,fließt,fließen,fließt,fließen,fließen
fluchen,to curse/to swear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fluche,fluchst,flucht,fluchen,flucht,fluchen,fluchen
fluten,to flood,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,flute,flutest,flutet,fluten,flutet,fluten,fluten
flüstern,to whisper,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,flüstere,flüsterst,flüstert,flüstern,flüstert,flüstern,flüstern
folgen,to follow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,folge,folgst,folgt,folgen,folgt,folgen,folgen
fortschreiten,to progress/to advance,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schreite fort,schreitest fort,schreitet fort,schreiten fort,schreitet fort,schreiten fort,schreiten fort
fragen,to ask,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,frage,fragst,fragt,fragen,fragt,fragen,fragen
fressen,to eat (animal or like an animal),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,fresse,frisst,frisst,fressen,fresst,fressen,fressen
